severity,code,lane,path,location,detail,sample
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_ai_use_inventory,uiowa_rfq_18649_ai_use_inventory/sample_output/ai_use_inventory.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_bid_pack,uiowa_rfq_18649_bid_pack/sample_output/bid_pack.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_capacity_feasibility,uiowa_rfq_18649_capacity_feasibility/data/capacity-assumptions.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_capacity_feasibility,uiowa_rfq_18649_capacity_feasibility/data/roadmap-items.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_contractor_transition,uiowa_rfq_18649_contractor_transition/sample_output/transition_report.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_deadline_continuity,uiowa_rfq_18649_deadline_continuity/sample_output/continuity_analysis.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_delivery_scan,uiowa_rfq_18649_delivery_scan/out/scope_screen.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/executive_summary.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/presentation.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/executive_summary.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/presentation.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/executive_summary.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/presentation.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/executive_summary.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/presentation.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/executive_summary.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/presentation.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/executive_summary.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/presentation.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/executive_summary.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/presentation.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/executive_summary.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/presentation.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/executive_summary.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/presentation.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/executive_summary.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/presentation.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/executive_summary.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/presentation.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/fixtures/boundary_citation_split.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/fixtures/boundary_orphan_heading.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/fixtures/report_document.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_qa_refusal_contract,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/data/broken-roadmap-report.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/data/deck-agreeing-with-broken-roadmap.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/data/example-report.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/content_map.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/input_schemas.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_roadmap_coherence,uiowa_rfq_18649_roadmap_coherence/data/coherent-deck.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_roadmap_coherence,uiowa_rfq_18649_roadmap_coherence/data/coherent-plan.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_roadmap_coherence,uiowa_rfq_18649_roadmap_coherence/data/coherent-report.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_roadmap_coherence,uiowa_rfq_18649_roadmap_coherence/data/drifted-plan.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_roadmap_coherence,uiowa_rfq_18649_roadmap_coherence/data/incoherent-report.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_roadmap_coherence,uiowa_rfq_18649_roadmap_coherence/data/undeclared-report.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_test_proof_audit,uiowa_rfq_18649_test_proof_audit/findings/audit.json,\N,no trailing newline; every diff of this file reports a changed last line,
INFO,NO_TRAILING_NEWLINE,uiowa_rfq_18649_uncertainty_lint,uiowa_rfq_18649_uncertainty_lint/fixtures/labelled_lines.json,\N,no trailing newline; every diff of this file reports a changed last line,
